county_fips,county_name,state,month_date,period,year,month,quarter,Overdose_Rate_X100K,county_all_drugs_death_count,county_all_drugs_monthly_rate,county_fentanyl_death_count,county_fentanyl_monthly_rate,county_pct_fentanyl,county_population,lagged_neighbor_all_drugs_deaths,lagged_neighbor_fentanyl_deaths,lagged_neighbor_all_drugs_monthly_rate,lagged_neighbor_fentanyl_monthly_rate,lagged_neighbor_pct_fentanyl,county_all_drugs_death_count_2mo_rolling,county_all_drugs_death_high_2mo,county_all_drugs_death_low_2mo,county_all_drugs_death_avg_2mo,county_all_drugs_death_high_3mo,county_all_drugs_death_low_3mo,county_all_drugs_death_avg_3mo,lagged_neighbor_all_drugs_deaths_2mo_rolling,lagged_neighbor_all_drugs_high_2mo,lagged_neighbor_all_drugs_low_2mo,lagged_neighbor_all_drugs_avg_2mo,lagged_neighbor_all_drugs_high_3mo,lagged_neighbor_all_drugs_low_3mo,lagged_neighbor_all_drugs_avg_3mo,county_all_drugs_death_avg_6mo,county_fentanyl_death_avg_6mo,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,fips,SS_total_number_of_recipients,SS_age_eligibility,SS_blind_and_disabled_eligibility,SS_under_18,SS_18_to_64,SS_65_or_older,SSI_recipients_also_receiving_OASDI,SS_amount_of_payments_(thousands of dollars),Fentanyl Seizures lbs,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income
6077,SAN JOAQUIN,CA,4/1/2016,201604,2016,4,2,0.902395137,5,0.681451437,,,,733728,65,,1.333328137,,,10,5,5,5,5,5,5,122,65,57,61,65,41,54.33333333,,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,5/1/2016,201605,2016,5,2,1.985269302,11,1.499193161,,,,733728,41,,0.841022363,,,16,11,5,8,11,5,7,106,65,41,53,65,41,54.33333333,,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,6/1/2016,201606,2016,6,2,0.902395137,5,0.681451437,,,,733728,54,,1.107687991,,,16,11,5,8,11,5,7,95,54,41,47.5,65,41,53.33333333,6,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,7/1/2016,201607,2016,7,3,0.902395137,5,0.681451437,,,,733728,51,,1.046149769,,,10,5,5,5,11,5,7,105,54,51,52.5,54,41,48.66666667,6,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,8/1/2016,201608,2016,8,3,2.165748329,12,1.635483449,,,,733728,32,,0.656407698,,,17,12,5,8.5,12,5,7.333333333,83,51,32,41.5,54,32,45.66666667,7.166666667,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,9/1/2016,201609,2016,9,3,0.902395137,5,0.681451437,,,,733728,37,,0.758971401,,,17,12,5,8.5,12,5,7.333333333,69,37,32,34.5,51,32,40,7.166666667,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,10/1/2016,201610,2016,10,4,2.707185412,15,2.044354311,,,,733728,29,,0.594869476,,,20,15,5,10,15,5,10.66666667,66,37,29,33,37,29,32.66666667,8.833333333,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,11/1/2016,201611,2016,11,4,0.902395137,5,0.681451437,,,,733728,29,,0.594869476,,,20,15,5,10,15,5,8.333333333,58,29,29,29,37,29,31.66666667,7.833333333,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6077,SAN JOAQUIN,CA,12/1/2016,201612,2016,12,4,0.902395137,5,0.681451437,,,,733728,40,,0.820509623,,,10,5,5,5,15,5,8.333333333,69,40,29,34.5,40,29,32.66666667,7.833333333,,732662,365208,367454,52521,27120,25401,103380,52861,50519,45705,23548,22157,72265,37319,34946,554081,273566,280515,531056,261679,269377,302301,153983,148318,195435,98816,96619,173578,86001,87577,89778,39543,50235,52521,27120,25401,57319,29338,27981,57165,29223,27942,55105,28508,26597,51761,26659,25102,52342,27118,25224,49521,25090,24431,48364,24105,24259,45208,22503,22705,46238,23167,23071,45972,23099,22873,43925,21722,22203,37443,18013,19430,31221,14603,16618,21677,9964,11713,14988,6592,8396,10277,4259,6018,11615,4125,7490,34.1,33,35.2,6077,28964,5013,23951,3117,15877,9970,10222,19165,175.43,124606,17.5,53341
6079,SAN LUIS OBISPO,CA,1/1/2016,201601,2016,1,1,2.10915288,5,1.800478207,,,,277704,,,,,,,,,,,,,,,,,,,,,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,2/1/2016,201602,2016,2,1,2.10915288,5,1.800478207,,,,277704,30,,1.569068021,,,10,5,5,5,,,,,,,,,,,,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,3/1/2016,201603,2016,3,1,2.10915288,5,1.800478207,,,,277704,23,,1.202952149,,,10,5,5,5,5,5,5,53,30,23,26.5,,,,,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,4/1/2016,201604,2016,4,2,2.10915288,5,1.800478207,,,,277704,28,,1.464463486,,,10,5,5,5,5,5,5,51,28,23,25.5,30,23,27,,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,5/1/2016,201605,2016,5,2,2.10915288,5,1.800478207,,,,277704,33,,1.725974823,,,10,5,5,5,5,5,5,61,33,28,30.5,33,23,28,,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,6/1/2016,201606,2016,6,2,2.10915288,5,1.800478207,,,,277704,38,,1.98748616,,,10,5,5,5,5,5,5,71,38,33,35.5,38,28,33,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,7/1/2016,201607,2016,7,3,2.10915288,5,1.800478207,,,,277704,27,,1.412161219,,,10,5,5,5,5,5,5,65,38,27,32.5,38,27,32.66666667,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,8/1/2016,201608,2016,8,3,2.10915288,5,1.800478207,,,,277704,37,,1.935183892,,,10,5,5,5,5,5,5,64,37,27,32,38,27,34,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,9/1/2016,201609,2016,9,3,2.10915288,5,1.800478207,,,,277704,34,,1.77827709,,,10,5,5,5,5,5,5,71,37,34,35.5,37,27,32.66666667,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,10/1/2016,201610,2016,10,4,2.10915288,5,1.800478207,,,,277704,27,,1.412161219,,,10,5,5,5,5,5,5,61,34,27,30.5,37,27,32.66666667,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,11/1/2016,201611,2016,11,4,2.10915288,5,1.800478207,,,,277704,15,,0.78453401,,,10,5,5,5,5,5,5,42,27,15,21,34,15,25.33333333,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6079,SAN LUIS OBISPO,CA,12/1/2016,201612,2016,12,4,2.10915288,5,1.800478207,,,,277704,26,,1.359858951,,,10,5,5,5,5,5,5,41,26,15,20.5,27,15,22.66666667,5,,281884,142917,138967,13470,6833,6637,25779,13242,12537,11465,5847,5618,43577,23627,19950,237062,120033,117029,231170,116995,114175,115046,61597,53449,62741,33510,29231,72047,35398,36649,52805,24460,28345,13470,6833,6637,14243,7380,6863,14273,7249,7024,21585,11114,10471,30720,16973,13747,16254,8927,7327,16492,8675,7817,15807,8375,7432,14188,7533,6655,15438,8086,7352,16977,8498,8479,19577,9329,10248,20055,9485,10570,18539,9072,9467,12577,6022,6555,8497,3940,4557,6090,2716,3374,7102,2710,4392,39.3,37.5,41.6,6079,4592,610,3982,273,3065,1254,2255,2707,175.43,38448,14.4,61761
6081,SAN MATEO,CA,1/1/2016,201601,2016,1,1,0.801409198,5,0.651806351,,,,767099,,,,,,,,,,,,,,,,,,,,,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,2/1/2016,201602,2016,2,1,0.801409198,5,0.651806351,,,,767099,37,,0.786166529,,,10,5,5,5,,,,,,,,,,,,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,3/1/2016,201603,2016,3,1,0.801409198,5,0.651806351,,,,767099,43,,0.913652993,,,10,5,5,5,5,5,5,80,43,37,40,,,,,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,4/1/2016,201604,2016,4,2,0.801409198,5,0.651806351,,,,767099,52,,1.104882689,,,10,5,5,5,5,5,5,95,52,43,47.5,52,37,44,,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,5/1/2016,201605,2016,5,2,0.801409198,5,0.651806351,,,,767099,47,,0.998643969,,,10,5,5,5,5,5,5,99,52,47,49.5,52,43,47.33333333,,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,6/1/2016,201606,2016,6,2,0.801409198,5,0.651806351,,,,767099,51,,1.083634945,,,10,5,5,5,5,5,5,98,51,47,49,52,47,50,5,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,7/1/2016,201607,2016,7,3,0.801409198,5,0.651806351,,,,767099,53,,1.126130433,,,10,5,5,5,5,5,5,104,53,51,52,53,47,50.33333333,5,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,8/1/2016,201608,2016,8,3,0.801409198,5,0.651806351,,,,767099,33,,0.701175553,,,10,5,5,5,5,5,5,86,53,33,43,53,33,45.66666667,5,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
6081,SAN MATEO,CA,9/1/2016,201609,2016,9,3,0.801409198,5,0.651806351,,,,767099,43,,0.913652993,,,10,5,5,5,5,5,5,76,43,33,38,53,33,43,5,,767928,379302,388626,44836,23090,21746,81727,41572,40155,34995,17991,17004,57328,29562,27766,623901,305736,318165,606370,296649,309721,306107,156841,149266,222473,113707,108766,208677,102052,106625,117892,51328,66564,44836,23090,21746,45519,23248,22271,44897,22743,22154,40825,21137,19688,42809,21997,20812,54366,28829,25537,58334,29844,28490,56453,28224,28229,53320,26810,26510,54946,27242,27704,54482,26702,27780,53016,25965,27051,46233,22143,24090,39159,18291,20868,26967,12010,14957,19772,8577,11195,14133,5953,8180,17861,6497,11364,39.6,38.3,41,6081,10493,4673,5820,506,3880,6107,3965,6088,175.43,63663,8.4,101133
